V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15
72	15	174	53	217	42	313	169	241	221	200	40	205	32	50
58	242	295	93	109	34	333	185	169	393	15	174	354	308	360
37	112	379	333	54	175	337	345	126	217	40	375	111	298	207
224	268	379	94	242	195	45	371	30	366	276	367	260	384	253
199	215	159	314	292	283	85	264	372	218	187	211	301	7	282
133	259	20	350	29	134	75	43	83	258	192	224	197	231	286
35	224	349	266	392	113	13	350	352	103	373	131	278	401	255
40	346	252	238	52	59	230	208	317	183	273	114	152	269	342
246	44	382	194	198	373	237	377	203	388	238	1	357	33	323
335	246	165	150	55	399	16	253	265	47	185	279	156	65	137
112	370	281	202	262	297	359	259	197	180	403	310	324	141	268
376	103	114	280	333	76	29	58	330	238	55	372	24	324	335
320	232	293	10	401	160	31	199	137	254	170	205	135	106	251
302	377	15	171	263	182	281	286	321	140	398	337	243	11	206
17	21	302	328	82	269	155	308	171	4	160	394	63	243	333
97	345	306	328	53	254	233	86	379	238	353	134	201	186	82
220	329	296	282	102	109	178	348	196	322	131	251	327	209	181
348	143	305	291	180	148	28	347	199	179	292	161	197	340	315
162	154	399	382	320	284	186	164	311	379	106	12	271	361	155
287	83	341	181	291	156	231	78	132	321	144	21	235	371	230
114	214	97	30	218	168	135	143	327	159	73	212	265	77	111
281	311	310	285	91	333	283	322	329	112	52	270	152	2	278
20	366	362	208	245	178	293	396	283	127	157	383	353	282	12
348	383	183	251	125	392	81	277	253	137	401	324	328	299	9
269	257	216	144	315	220	166	23	373	97	314	63	356	75	245
33	363	284	185	241	100	200	291	20	87	288	354	64	206	146
292	237	293	253	336	331	149	347	303	76	225	255	210	37	7
269	384	349	219	132	158	211	116	344	312	107	317	176	393	87
1	262	133	194	55	401	96	31	339	113	304	165	24	64	111
147	101	106	97	152	283	230	132	6	181	343	310	242	345	220
73	337	251	6	355	345	373	253	75	185	249	83	139	142	12
274	269	281	16	397	41	243	255	326	55	379	121	81	153	185
333	83	13	375	164	386	290	134	21	192	30	273	138	99	171
58	171	112	307	268	164	123	225	377	77	198	262	37	59	357
58	72	346	183	342	185	63	70	29	266	8	26	27	368	218
290	329	211	105	167	392	212	164	48	378	209	176	376	321	401
252	120	80	182	278	379	86	35	304	153	30	314	172	297	42
74	312	68	64	337	359	320	369	39	267	70	218	354	307	309
371	243	81	118	17	231	99	125	282	287	395	77	219	271	329
174	266	263	179	83	185	162	111	237	222	191	137	350	91	337
236	188	259	244	137	199	207	32	53	98	27	365	338	396	214
381	233	61	23	247	369	50	76	261	181	301	7	349	403	267
335	327	91	43	266	179	358	291	97	137	201	361	15	95	136
266	334	378	92	8	291	223	6	350	76	101	233	259	392	20
131	231	225	87	383	36	16	51	104	353	257	263	71	165	250
184	121	322	224	398	2	284	124	120	157	116	158	387	165	3
190	78	70	199	177	131	401	137	263	155	312	64	383	40	243
245	226	152	333	321	347	303	301	229	92	136	103	105	343	53
360	193	279	161	71	374	94	100	195	118	5	22	155	106	164
137	195	255	14	125	276	153	401	303	390	291	346	280	77	98
222	72	354	27	158	88	12	177	57	276	223	54	259	62	31
32	323	151	258	298	209	8	292	165	211	365	7	156	394	381
24	312	149	202	51	250	270	215	283	103	253	221	136	183	180
29	150	167	225	192	112	102	17	212	138	163	318	209	343	317
216	356	69	232	48	274	283	53	110	354	397	394	65	185	83
320	51	65	374	126	136	290	193	242	249	386	287	11	77	8
49	262	50	202	193	260	114	351	199	184	299	229	196	212	82
84	265	390	290	153	42	383	55	85	61	160	64	182	251	198
39	195	169	63	32	204	86	105	366	262	161	154	342	122	269
315	204	265	242	335	387	103	66	104	188	299	398	176	346	257
78	31	93	277	59	324	234	307	164	383	313	255	373	289	176
97	354	14	126	144	328	369	27	211	186	36	117	177	282	85
180	355	95	115	91	66	16	107	92	296	120	345	140	372	282
369	104	294	243	85	120	260	395	218	396	403	179	48	155	203
302	261	180	130	116	103	135	115	277	68	258	104	382	305	168
68	209	282	272	357	199	13	377	108	228	136	243	110	177	329
333	184	117	369	145	158	223	294	288	35	283	275	20	50	179
69	205	193	306	324	22	304	111	247	345	322	392	183	139	395
126	102	124	375	78	91	389	72	234	359	256	329	274	401	12
125	17	151	323	61	80	229	288	264	32	128	70	357	268	165
66	53	308	370	37	363	42	293	258	96	134	284	220	183	107
9	388	189	49	51	345	35	363	123	365	39	299	131	26	109
16	332	55	76	77	363	182	128	4	138	399	24	302	360	69
386	358	285	104	91	275	238	68	158	38	163	293	302	258	359
154	262	8	33	240	314	18	142	26	146	9	194	400	87	137
185	208	72	353	100	338	365	96	277	23	393	382	254	68	346
54	258	10	140	330	394	135	243	228	263	290	162	143	242	240
238	326	200	322	348	378	159	337	243	11	184	135	78	227	142
187	350	318	321	196	355	74	349	306	291	118	185	181	80	398
51	339	118	177	234	330	43	163	306	158	129	93	17	217	185
205	224	388	139	21	389	80	274	95	147	355	396	174	24	42
397	373	22	275	314	190	111	309	170	23	368	264	252	266	73
202	83	233	59	174	62	313	171	105	270	257	301	184	226	44
203	332	123	353	156	40	342	188	182	269	255	100	2	284	191
348	252	77	106	261	310	35	3	101	162	356	7	326	17	111
84	196	393	368	304	311	31	71	130	94	287	343	317	235	125
376	7	79	301	11	258	53	289	36	334	399	33	378	342	398
305	210	249	166	244	70	72	282	261	276	12	10	79	187	88
71	317	62	199	234	261	273	372	345	138	357	330	59	388	165
290	157	322	355	219	364	365	376	296	170	67	127	386	335	344
192	22	143	42	378	175	86	21	290	157	338	199	87	166	161
116	393	261	148	39	74	362	272	108	300	163	208	296	160	42
106	229	7	117	278	107	307	250	19	10	97	336	296	343	47
85	95	130	1	29	342	350	255	186	99	264	140	128	151	211
173	36	344	209	111	343	324	130	34	274	299	127	104	70	308
345	196	282	366	54	64	234	400	236	290	379	268	173	200	23
43	111	230	202	277	137	117	216	368	159	275	174	290	100	348
397	270	323	211	347	377	38	301	112	382	162	184	255	195	47
121	208	288	321	323	63	403	148	309	189	218	361	9	333	398
265	138	73	172	105	268	132	108	202	25	349	316	60	51	89
139	206	76	374	185	140	264	71	66	194	344	318	322	186	63
52	64	92	250	176	69	217	340	237	130	366	138	5	31	225
59	391	209	398	67	258	243	305	292	395	135	165	28	56	228
86	367	219	314	165	349	7	193	240	21	43	172	291	358	4
96	138	90	14	325	372	208	139	59	49	42	33	22	168	376
357	376	379	26	120	227	386	360	5	403	77	108	399	198	139
125	71	343	143	328	246	266	319	8	391	51	206	159	283	53
112	98	289	8	363	230	373	318	27	300	95	11	133	198	358
164	213	53	38	232	44	235	246	259	59	379	397	351	112	245
118	280	143	51	124	368	50	198	44	299	164	154	209	328	98
248	183	107	375	103	21	1	252	265	53	151	72	246	65	38
167	92	46	40	84	297	375	151	98	312	144	110	317	165	132
356	282	382	374	308	21	306	205	252	156	40	56	402	304	41
38	55	402	64	28	281	129	260	343	318	174	403	52	370	13
29	211	124	227	58	44	298	185	56	387	217	24	213	403	184
390	244	320	266	348	104	321	301	265	255	141	12	292	275	113
88	113	394	202	203	386	324	6	380	348	194	8	331	156	46
163	233	61	314	223	360	249	365	240	373	144	316	259	186	368
400	259	173	352	366	218	305	214	226	191	16	35	267	290	183
5	208	398	243	158	330	284	162	382	263	91	78	293	245	134
46	170	203	222	133	310	313	364	290	161	177	282	217	64	139
270	47	291	192	395	222	368	223	241	259	280	42	279	338	290
388	88	48	191	377	399	193	70	262	342	91	332	352	20	72
46	177	106	358	54	20	194	103	294	199	373	167	16	396	84
117	158	401	101	208	61	248	372	233	128	13	402	216	290	71
204	60	377	304	344	338	385	115	25	172	308	209	177	336	39
273	225	143	24	390	69	358	114	268	259	164	282	9	251	284
278	51	358	4	84	364	58	223	236	335	349	266	341	77	228
333	323	265	325	349	29	372	26	359	125	382	376	163	10	371
287	323	154	145	159	11	54	295	349	306	82	59	205	25	77
177	312	33	394	141	1	184	40	272	236	126	267	212	106	83
171	160	134	284	66	157	74	51	42	369	228	232	266	25	372
4	167	21	63	239	322	95	286	190	120	326	353	295	349	268
238	148	276	147	140	57	403	245	243	154	228	207	259	198	162
57	370	291	120	56	328	321	310	234	230	211	360	392	67	46
117	6	52	121	200	174	215	56	399	51	129	220	222	132	312
312	48	347	205	20	39	211	390	187	399	115	171	392	288	301
98	95	14	228	65	378	208	62	196	289	219	2	215	159	153
9	78	238	208	342	148	33	44	220	131	372	202	90	136	367
304	299	275	184	136	250	254	207	332	354	22	271	42	361	81
152	196	229	349	53	388	321	209	169	395	244	52	278	143	145
106	403	281	11	398	151	162	15	157	270	36	356	240	112	345
113	319	102	210	105	163	220	303	195	354	185	309	73	275	323
176	188	267	277	151	391	218	25	238	287	252	393	301	270	402
39	85	128	317	13	305	113	356	184	77	335	351	246	328	349
235	61	25	155	250	262	109	24	190	264	137	274	45	299	283
129	148	158	383	78	80	178	52	219	401	277	244	164	267	65
384	191	265	168	286	67	313	143	269	334	45	138	183	144	364
54	171	209	55	142	148	164	195	198	129	244	241	237	202	249
95	124	170	262	314	36	287	47	17	9	219	366	263	354	391
168	21	389	129	274	245	258	199	332	12	217	120	214	227	238
159	110	181	143	400	371	37	360	387	171	78	286	274	94	402
43	253	160	44	41	301	324	331	231	163	32	244	313	303	323
242	42	342	38	10	71	275	174	368	357	281	262	45	279	397
337	388	63	85	360	12	251	366	274	184	301	374	75	308	363
164	201	16	213	118	116	85	259	40	207	256	284	249	154	168
217	341	211	201	182	64	351	391	100	145	294	180	187	285	42
160	224	10	24	170	302	21	5	136	288	219	178	344	8	137
235	199	63	260	5	282	186	134	15	366	41	341	368	190	158
123	324	254	201	294	66	329	375	331	382	79	296	391	403	177
371	157	107	136	258	118	110	159	233	303	319	395	56	311	29
154	169	36	42	284	103	147	376	381	357	257	329	229	262	306
250	128	95	169	238	48	161	294	357	254	330	275	174	81	6
14	163	142	30	317	44	259	366	3	122	38	204	88	206	338
364	187	302	164	7	57	402	85	80	281	32	386	56	319	145
260	60	371	147	123	113	170	333	81	158	198	154	242	135	51
244	204	24	153	312	203	97	99	333	265	347	308	187	122	156
304	11	382	224	40	72	19	101	311	250	331	396	198	113	172
331	284	50	397	75	329	104	313	270	151	141	364	259	401	230
8	271	151	29	297	276	253	199	305	98	206	236	367	215	107
376	180	399	393	165	71	140	227	252	171	88	52	212	133	151
133	131	19	325	142	208	149	349	37	370	357	314	65	66	119
269	333	118	41	373	55	264	105	266	83	139	331	144	52	137
341	216	304	65	231	318	310	286	342	149	261	87	132	166	42
325	19	329	318	213	43	204	158	16	33	85	309	332	117	322
103	342	287	104	252	21	214	249	215	80	398	363	4	146	53
333	83	225	272	229	134	10	303	150	364	191	400	85	282	263
14	366	232	96	381	355	333	195	24	160	248	402	135	362	336
271	249	131	325	92	155	197	294	357	214	169	39	256	123	273
270	212	265	7	232	217	27	287	108	308	361	278	46	54	37
115	376	274	90	278	174	246	314	268	327	32	347	374	388	346
134	64	8	24	111	241	223	233	380	168	302	395	143	231	396
292	229	319	269	57	44	106	65	122	358	128	314	233	93	341
97	113	220	27	44	283	399	85	296	154	402	364	137	336	289
278	143	397	83	381	214	273	67	173	7	303	19	351	110	161
183	108	19	356	120	67	53	275	299	223	315	301	380	259	95
127	128	217	388	200	249	362	274	289	54	285	223	350	159	333
160	284	380	269	220	19	100	108	224	280	60	398	332	42	329
95	157	211	222	57	52	38	342	178	49	314	199	33	325	400
292	94	232	32	293	216	302	135	193	262	51	240	48	248	245
308	331	171	193	179	68	176	27	189	66	62	233	35	26	399
309	202	171	197	232	125	247	240	127	56	136	166	344	394	92
159	257	224	209	305	116	403	16	172	324	356	210	196	178	186
66	190	163	247	201	65	302	129	324	97	104	123	147	164	288
137	50	354	214	32	152	174	73	33	348	123	9	283	45	130
134	175	263	21	385	116	60	328	379	31	327	106	122	243	353
337	91	354	295	129	263	189	167	61	37	230	40	182	174	36
228	8	211	111	241	25	239	230	255	162	38	174	54	99	270
81	258	187	273	64	285	276	321	196	174	83	145	291	126	267
208	125	366	312	365	227	259	225	290	248	382	156	100	222	93
136	379	21	39	222	77	281	192	67	242	399	354	285	142	162
68	165	120	376	245	275	137	253	301	127	55	304	178	102	213
295	219	366	3	245	134	257	41	287	165	304	305	178	64	367
131	360	117	51	208	351	286	385	282	109	153	76	38	263	35
397	87	10	217	93	181	339	189	178	341	135	159	60	103	360
373	338	9	230	154	5	192	36	175	183	285	263	140	240	393
73	220	389	308	237	187	131	384	9	234	377	262	352	268	148
120	201	205	138	116	153	344	362	101	257	315	165	242	337	321
43	167	205	389	391	190	378	164	244	315	138	250	298	148	279
280	111	121	44	308	387	157	353	215	96	183	187	241	221	136
2	52	35	212	271	11	90	45	229	276	268	15	135	39	207
23	165	398	49	39	63	393	290	95	293	190	28	314	36	218
326	358	113	137	175	391	229	141	139	21	165	84	102	188	49
374	252	62	27	319	22	145	67	2	85	251	169	97	123	366
337	142	297	115	63	117	51	350	181	20	205	97	156	222	332
67	400	27	220	142	260	164	51	337	108	265	275	255	35	193
130	160	310	180	188	80	163	331	306	167	20	139	347	263	175
190	153	11	276	161	256	242	37	170	280	164	189	258	303	61
193	179	54	124	315	125	277	25	91	42	245	112	103	82	184
23	342	55	196	391	88	151	44	322	72	171	199	256	374	175
267	382	252	75	68	134	6	340	131	116	344	311	65	354	177
75	135	272	258	247	198	71	167	196	144	251	376	384	312	324
107	262	176	160	365	62	156	124	6	120	204	71	50	325	147
151	196	120	59	93	238	285	362	339	171	301	137	37	242	190
304	2	27	239	179	218	177	355	374	323	268	105	224	249	152
160	16	87	375	155	209	187	168	311	157	383	401	280	232	83
271	4	165	356	349	247	32	388	58	360	99	46	188	94	183
135	348	184	205	111	230	307	13	210	168	170	77	181	78	70
265	381	332	333	379	257	217	396	167	207	193	285	56	301	284
145	268	358	85	149	167	171	88	379	326	30	97	127	210	191
128	91	85	276	129	369	231	144	312	55	216	353	303	356	7
14	137	277	386	80	164	372	51	67	327	190	331	246	323	177
132	354	115	276	357	56	139	321	231	47	151	64	285	353	268
151	363	279	19	190	208	163	86	358	184	98	120	337	278	403
75	49	94	326	246	72	244	56	178	145	302	106	182	380	107
25	166	372	149	234	384	99	66	195	236	75	130	305	256	192
169	307	44	183	4	368	275	129	287	139	337	157	166	60	231
297	116	397	65	165	195	139	62	344	1	174	84	182	172	299
402	160	118	28	323	111	381	54	115	61	321	216	275	59	399
165	324	289	351	46	131	45	35	206	20	370	91	199	302	247
163	275	265	205	255	102	108	257	358	213	148	160	41	49	53
142	270	62	253	316	88	229	52	246	111	286	319	160	365	328
319	50	349	226	52	253	114	397	194	276	301	345	116	361	291
124	167	141	223	321	100	281	378	115	105	83	177	62	123	93
19	76	102	69	222	208	235	199	60	165	7	361	321	169	313
57	134	146	241	178	401	20	155	227	30	301	380	392	354	194
297	105	241	126	392	248	351	57	374	377	85	163	50	162	333
231	354	159	272	343	400	26	202	179	175	230	72	102	290	287
306	225	355	175	246	157	24	122	219	348	123	257	158	42	214
93	377	234	165	282	361	315	150	66	177	62	336	39	309	289
350	378	267	54	314	14	37	352	74	68	308	123	98	170	239
11	93	403	334	10	130	37	376	151	375	165	125	109	21	200
272	347	276	336	21	381	370	140	289	321	70	110	37	351	4
182	287	371	17	66	64	274	133	175	399	271	177	152	171	278
61	65	254	397	106	299	318	20	286	38	276	30	317	140	214
246	32	62	119	318	116	188	110	395	71	150	167	172	225	3
71	77	246	147	84	42	12	297	321	7	279	383	289	115	213
266	123	105	14	298	62	339	217	193	196	10	79	78	211	8
190	275	189	385	245	211	369	115	184	277	321	29	314	210	195
332	172	155	297	190	99	211	117	27	181	24	125	330	7	184
378	120	73	251	366	274	338	127	348	53	395	385	29	123	216
111	352	218	308	117	44	324	323	217	321	38	370	16	156	305
312	373	96	389	225	260	359	8	287	162	319	160	145	326	349
210	247	51	346	393	274	151	121	284	362	61	230	330	138	142
263	295	199	400	261	133	343	301	359	104	22	117	75	288	103
364	400	342	130	140	282	180	395	132	286	249	219	321	239	42
76	370	294	295	225	353	356	51	282	147	328	386	169	80	380
210	150	296	178	111	294	236	32	235	16	225	89	251	169	382
269	320	354	399	124	39	125	292	188	54	23	11	151	250	208
89	118	154	366	34	393	262	204	151	293	297	94	65	198	258
159	249	95	325	181	392	232	395	318	30	299	12	390	32	269
91	398	374	204	390	258	306	343	213	20	151	64	331	16	367
293	21	250	311	281	77	85	73	136	200	215	218	346	78	67
165	78	94	99	121	368	143	207	109	395	236	215	373	171	271
99	201	333	69	43	138	371	81	97	388	73	352	233	282	325
115	42	264	243	323	22	301	266	89	178	111	57	152	129	55
55	140	187	137	348	176	289	188	48	169	360	104	325	280	90
68	105	14	40	128	353	207	309	81	296	88	138	257	329	326
267	351	95	77	189	211	274	281	302	348	99	251	341	398	212
186	336	33	246	286	192	122	162	368	128	173	81	97	234	301
136	308	216	335	105	313	32	112	58	355	159	26	135	67	10
88	47	252	16	127	244	241	377	100	222	370	326	187	220	108
216	169	325	347	182	314	90	332	352	285	239	340	190	163	339
3	49	18	403	157	370	353	285	229	349	150	217	311	389	227
114	163	105	201	227	337	373	320	2	215	177	137	382	316	241
227	135	161	18	235	282	217	108	139	151	12	360	281	286	97
158	196	354	199	36	342	209	100	228	210	90	156	305	80	343
119	97	74	300	197	188	386	390	331	161	39	46	322	67	394
27	43	172	143	243	347	310	130	255	262	171	385	48	352	86
114	96	197	6	285	36	194	133	303	336	319	78	193	266	385
291	264	185	403	294	332	36	368	195	183	305	316	117	256	155
88	56	122	391	245	153	217	190	313	316	379	383	214	35	188
138	104	345	274	265	362	127	292	29	295	342	312	397	126	9
381	209	224	172	254	176	222	377	353	199	44	375	339	238	78
118	244	174	101	297	157	239	119	148	290	32	39	26	159	355
232	9	173	290	97	105	74	150	204	100	326	93	400	63	160
292	323	209	383	254	398	35	263	137	378	400	74	271	57	335
205	250	349	64	352	268	224	228	25	301	296	389	182	325	183
299	345	317	42	231	96	27	328	381	235	178	151	86	169	124
346	334	349	104	33	333	257	69	112	221	49	271	326	74	253
186	109	108	142	54	100	349	369	25	162	177	111	216	209	360
154	105	128	194	259	328	96	297	251	112	293	316	29	294	227
81	347	344	168	68	223	303	188	315	89	87	102	147	278	17
58	249	204	45	338	109	151	288	52	369	260	259	303	150	321
373	65	40	286	110	283	102	148	99	41	184	210	157	28	312
399	137	354	53	308	114	307	13	170	73	290	62	291	278	108
340	16	223	359	248	9	227	50	160	368	93	122	274	237	393
8	386	134	51	295	374	197	279	86	94	198	99	375	346	100
115	295	303	23	91	183	29	165	186	6	173	349	385	311	55
400	311	396	80	242	220	197	119	96	90	254	191	221	340	272
120	373	338	214	352	295	85	387	153	99	220	394	271	202	260
401	233	336	315	288	177	115	210	174	314	199	267	33	250	131
79	300	117	156	206	381	83	3	58	336	282	317	302	54	303
326	87	323	230	58	336	60	309	383	327	369	25	125	144	114
173	401	263	278	101	163	133	327	56	59	228	235	364	318	172
268	160	207	188	120	6	66	384	34	105	304	89	243	317	192
319	182	185	172	37	227	167	126	6	203	174	166	309	371	270
288	4	290	92	251	282	178	269	118	191	342	196	130	93	148
269	67	209	186	257	352	249	169	68	244	147	15	100	354	18
127	378	71	94	227	370	321	365	393	266	175	63	363	214	62
105	390	88	287	211	174	318	159	196	314	279	99	250	123	111
263	338	90	402	292	44	360	307	345	58	146	330	313	348	205
202	361	393	352	326	240	123	253	379	79	371	124	198	4	244
160	224	98	200	290	21	6	107	285	384	257	127	392	159	203
355	176	170	357	262	337	70	400	104	125	313	63	387	386	157
159	77	340	105	302	396	250	373	394	378	308	273	278	146	253
218	27	387	291	105	223	152	120	70	140	6	356	364	355	106
166	154	262	329	155	235	111	305	344	311	366	277	119	147	299
118	398	326	349	49	29	297	325	158	372	18	14	36	232	67
46	248	66	368	166	153	177	362	110	34	349	89	146	143	296
201	334	204	116	208	36	97	248	387	401	344	321	32	365	261
241	179	186	183	256	354	274	20	322	348	316	33	7	8	329
387	82	365	246	89	391	115	136	266	47	54	345	113	11	260
360	190	310	185	206	297	253	300	295	164	159	56	231	27	138
167	150	14	114	376	385	309	186	34	74	258	276	292	31	273
215	329	38	149	123	63	142	239	22	69	376	267	391	60	12
342	113	183	23	186	73	356	12	354	304	252	281	38	207	251
220	192	336	364	90	268	113	54	361	82	95	41	378	35	204
